334	        8775.72	        1761.64	        7014.08	      204382.63
335	        8775.72	        1703.19	        7072.53	      197310.10
336	        8775.72	        1644.26	        7131.46	      190178.64
337	        8775.72	        1584.83	        7190.89	      182987.75
338	        8775.72	        1524.90	        7250.82	      175736.93
339	        8775.72	        1464.48	        7311.24	      168425.69
340	        8775.72	        1403.55	        7372.17	      161053.52
341	        8775.72	        1342.12	        7433.60	      153619.92
342	        8775.72	        1280.17	        7495.55	      146124.37
343	        8775.72	        1217.71	        7558.01	      138566.36
344	        8775.72	        1154.72	        7621.00	      130945.36
345	        8775.72	        1091.22	        7684.50	      123260.86
346	        8775.72	        1027.18	        7748.54	      115512.32
347	        8775.72	         962.61	        7813.11	      107699.21
348	        8775.72	         897.50	        7878.22	       99820.99
349	        8775.72	         831.85	        7943.87	       91877.12
350	        8775.72	         765.65	        8010.07	       83867.05
351	        8775.72	         698.90	        8076.82	       75790.23
352	        8775.72	         631.59	        8144.13	       67646.10
353	        8775.72	         563.72	        8212.00	       59434.10
354	        8775.72	         495.29	        8280.43	       51153.67
355	        8775.72	         426.29	        8349.43	       42804.24
356	        8775.72	         356.71	        8419.01	       34385.23
357	        8775.72	         286.55	        8489.17	       25896.06
358	        8775.72	         215.81	        8559.91	       17336.15
359	        8775.72	         144.47	        8631.25	        8704.90
360	        8777.45	          72.55	        8704.90	           0.00
